161,277,2
719,141,19
335,192,8
89,155,3
335,364,17
759,10,6
257,26,12
398,182,20
753,211,4
958,216,6
703,272,8
521,19,1
630,382,15
145,183,9
164,242,12
77,229,16
330,324,17
543,414,14
768,223,9
783,5,20
352,167,20
96,369,5
817,425,10
213,310,5
166,118,19
278,332,6
790,202,2
683,268,5
91,207,12
761,55,8
1000,137,9
282,201,6
362,67,0
407,385,19
52,439,20
965,403,14
608,368,19
270,422,17
486,119,2
110,78,15
267,228,8
903,377,1
362,443,3
490,322,17
879,447,9
855,426,6
122,132,6
738,255,1
815,299,2
277,68,11
599,346,7
267,186,13
104,138,3
263,35,0
945,311,4
196,410,17
239,416,20
481,453,13
32,425,11
189,421,9
903,210,11
14,318,9
458,194,8
318,74,11
821,497,1
827,97,3
883,398,15
177,306,11
577,120,0
354,417,17
323,197,4
799,301,5
356,131,4
656,98,14
709,49,18
355,351,1
177,37,15
147,247,17
90,328,10
281,89,13
121,239,8
927,163,19
782,27,10
830,285,9
654,239,11
299,322,11
470,381,19
820,280,16
540,398,0
550,428,2
46,354,15
825,158,0
1000,120,4
484,235,15
340,19,13
104,290,0
582,23,0
733,486,20
187,77,19
867,372,15
259,183,1
93,266,2
268,435,10
156,21,14
870,454,7
711,284,11
328,235,19
180,200,20
380,369,7
274,5,19
901,434,9
686,277,12
761,102,5
340,111,5
506,102,17
113,9,18
447,439,19
448,58,15
214,477,17
419,61,7
383,341,8
854,259,1
677,107,7
543,16,12
570,171,19
387,122,17
915,385,15
394,128,20
298,430,13
13,391,0
612,89,15
911,348,1
557,257,8
804,48,14
998,41,18
193,302,8
974,364,10
788,409,0
572,284,19
879,327,8
918,69,4
246,423,19
669,493,9
133,335,20
746,67,18
578,82,14
17,157,0
182,305,10
829,330,13
575,421,0
929,40,4
459,498,16
261,434,15
553,223,5
700,242,11
927,53,17
763,316,16
558,133,16
113,287,10
720,370,4
157,430,6
504,244,7
240,369,6
549,226,16
876,271,16
26,409,0
102,464,15
401,83,14
811,186,18
688,421,10
111,433,13
40,155,20
347,297,10
327,169,6
721,250,16
354,457,10
371,179,10
68,276,13
483,187,5
580,237,7
271,388,5
903,140,8
715,158,20
475,456,8
998,60,19
104,132,16
273,208,12
263,294,11
929,132,18
81,333,15
322,170,11
494,145,2
563,59,7
964,58,17
554,87,3
196,384,6
913,91,9
810,176,3
954,345,1
633,236,2
103,86,14
411,324,3
731,154,16
75,141,1
405,222,5
337,215,18
305,435,10
138,153,12
171,80,11
843,299,12
262,432,5
854,354,14
454,302,1
241,196,1
204,325,10
324,452,20
987,364,18
700,339,20
552,142,16
105,120,13
478,367,17
542,350,11
998,219,10
666,51,8
418,257,11
300,29,15
58,139,18
260,291,18
176,15,13
486,48,14
825,410,10
349,325,10
696,10,11
318,288,2
384,188,16
836,87,9
13,93,12
702,145,20
528,500,0
391,153,17
238,274,19
90,363,19
525,220,0
992,492,14
870,129,20
653,450,19
356,190,1
347,350,15
67,120,1
993,412,7
381,121,20
955,226,14
39,259,16
301,139,1
809,66,5
782,408,15
965,449,4
284,202,13
96,152,0
793,45,13
960,116,5
607,132,4
244,474,5
698,23,9
783,419,18
809,42,2
2,50,17
349,282,7
990,287,16
691,298,2
275,460,0
349,322,11
101,325,5
271,57,19
653,342,7
772,20,16
926,280,16
895,22,16
908,322,20
297,282,11
350,185,10
445,437,17
522,351,14
622,459,9
833,317,14
399,315,12
136,342,18
329,228,2
91,11,19
442,220,10
250,443,11
748,326,4
809,98,13
723,330,8
346,0,3
294,470,13
2,10,8
838,451,17
749,245,16
725,217,6
568,398,16
46,234,1
404,5,7
953,306,20
503,14,19
10,110,5
123,476,14
906,448,7
754,416,5
290,311,10
167,165,11
992,480,4
433,150,2
719,59,15
317,56,9
76,357,9
550,268,14
466,111,7
90,191,12
322,208,20
887,88,8
811,209,18
989,214,5
113,366,2
551,319,16
591,486,3
990,185,16
252,438,16
934,313,0
894,214,9
957,20,9
833,383,8
595,391,5
150,112,15
872,234,14
561,112,17
897,285,3
0,204,15
45,65,16
327,147,1
597,411,10
580,491,14
525,122,13
514,220,12
298,187,18
476,491,20
949,283,18
712,373,11
169,456,9
148,233,0
27,138,17
714,200,5
29,260,6
158,119,17
865,76,8
843,341,17
975,54,16
136,332,17
305,473,13
30,87,12
792,250,5
326,446,3
319,114,9
724,145,19
412,169,19
824,215,4
646,416,16
339,309,5
356,221,14
967,305,10
867,425,3
512,411,2
452,477,20
414,485,13
999,123,16
37,103,5
453,424,20
127,283,20
84,321,8
75,174,18
363,469,4
924,316,7
356,95,4
182,220,2
866,10,3
124,57,1
295,248,3
246,145,6
204,260,15
286,165,14
769,408,8
710,420,17
504,238,14
575,83,12
202,178,1
166,273,1
529,474,1
539,70,8
181,166,8
851,375,5
499,64,20
409,329,20
11,422,1
539,336,16
570,304,10
38,339,1
865,107,18
909,182,19
879,390,13
397,100,1
388,247,19
40,498,19
238,434,5
930,368,1
715,184,20
196,419,9
78,150,4
786,254,20
53,408,8
269,60,5
882,366,16
154,374,9
135,267,10
355,287,15
551,334,3
279,181,5
673,71,5
641,238,10
548,44,20
145,370,2
40,243,14
198,74,17
510,108,10
685,103,4
501,500,18
827,319,18
377,199,12
149,27,3
342,109,18
735,229,3
274,104,3
705,415,0
712,387,17
476,249,10
631,125,9
212,169,3
969,138,20
914,417,10
335,372,8
931,281,11
797,205,13
730,239,11
591,153,5
62,418,17
446,82,10
925,417,15
886,424,6
298,122,2
75,50,0
664,31,13
552,484,13
817,113,13
664,407,19
155,103,12
124,168,8
320,480,0
846,26,18
11,208,16
683,176,7
661,78,18
620,66,1
411,163,7
833,330,18
504,320,20
943,209,7
369,267,10
838,290,11
547,11,2
714,287,3
85,471,8
771,267,13
731,457,17
554,223,5
866,108,12
621,107,6
475,212,14
477,165,19
27,41,14
44,30,5
281,478,2
625,285,0
677,108,15
836,468,10
667,426,0
755,76,1
110,428,16
910,229,20
610,75,15
40,424,10
531,94,19
66,489,1
874,399,13
547,460,5
998,160,17
815,248,5
298,325,13
536,39,16
698,406,10
391,402,19
169,91,9
721,271,5
505,298,19
88,219,9
278,292,0
158,177,13
329,378,6
295,287,4
862,300,9
370,219,2
555,464,0
895,47,13
298,339,20
677,239,4
526,69,14
992,385,7
868,451,3
303,140,8
65,305,8
906,397,15
50,74,0
30,156,8
353,446,13
793,156,18
543,361,5
314,402,7
82,215,13
523,152,17
712,474,5
406,299,13
158,268,1
618,357,2
363,268,5
817,132,4
671,26,6
574,69,14
392,298,0
653,81,9
656,307,20
717,449,18
668,196,12
60,215,5
56,387,12
731,304,20
190,322,7
436,395,17
598,112,9
642,235,5
381,144,5
474,36,7
12,199,11
323,484,19
240,401,20
596,163,20
461,104,3
380,379,19
1000,459,10
352,200,5
218,353,12
195,399,7
794,169,7
68,207,2
739,13,4
959,360,5
480,88,18
717,22,17
968,267,6
646,420,7
899,225,10
350,22,14
600,118,18
232,410,1
827,363,8
567,293,4
854,367,4
62,130,16
508,200,13
655,497,18
917,88,7
456,479,15
802,430,16
371,262,19
821,79,2
899,64,2
935,1,2
774,164,19
150,145,5
773,487,16
386,26,8
691,429,15
12,275,5
98,395,3
700,322,17
16,253,12
211,499,16
418,341,5
746,183,20
989,123,6
381,44,14
986,272,7
475,280,12
325,276,16
246,477,7
592,500,2
956,65,18
640,359,9
73,137,13
622,423,17
712,36,19
995,283,2
430,118,12
356,156,11
788,228,12
888,321,12
224,73,14
726,123,20
867,464,16
996,336,10
996,343,11
22,67,5
722,82,11
926,13,7
850,238,1
155,390,15
709,267,10
119,38,1
883,455,12
349,438,0
651,202,16
544,442,8
615,91,11
315,148,16
771,476,5
621,357,0
138,274,20
126,276,8
131,146,3
350,29,3
133,472,3
867,238,15
284,345,10
383,55,17
38,366,10
996,201,15
60,31,3
356,422,7
92,468,11
832,429,18
807,410,1
559,161,1
110,336,19
176,11,0
825,227,18
935,346,18
263,314,12
982,41,12
401,169,19
554,60,20
990,175,17
549,480,9
77,462,18
32,157,13
33,238,13
141,235,5
129,423,20
448,376,9
953,262,2
435,188,1
633,21,19
903,95,15
7,400,7
945,378,15
226,364,5
223,306,12
598,155,12
64,130,13
549,167,3
508,433,9
411,170,8
776,176,14
448,73,15
989,101,11
720,296,18
428,490,3
872,283,0
913,497,19
489,102,16
11,429,10
607,181,10
357,318,5
838,471,10
500,302,15
83,300,8
74,226,11
248,243,16
813,477,20
685,20,7
763,317,15
232,256,9
189,151,5
125,461,5
624,303,11
646,226,17
832,162,6
610,251,13
561,375,3
206,39,12
669,361,5
375,441,3
180,449,6
782,430,9
916,63,4
152,337,2
165,118,5
544,181,3
765,361,13
899,379,12
136,41,13
89,329,0
223,65,10
581,276,11
684,444,2
858,110,5
258,446,9
178,268,3
421,322,4
799,240,8
852,189,1
886,355,18
646,400,1
565,490,19
565,171,0
801,377,5
693,99,15
461,493,2
527,321,16
925,221,20
366,408,0
696,289,5
27,17,5
32,84,14
389,124,16
486,460,1
44,80,12
893,98,13
383,262,3
882,354,8
596,175,12
527,312,17
308,222,19
255,271,6
356,436,20
519,418,17
667,75,3
514,482,15
897,122,4
21,240,6
205,494,16
952,410,18
134,195,11
740,280,18
843,432,9
549,164,15
899,435,1
466,108,10
467,217,2
138,221,13
833,25,7
920,379,7
672,90,11
508,374,4
546,487,7
601,266,9
22,260,11
851,313,16
199,289,18
871,233,9
889,418,8
165,372,11
726,155,13
507,140,19
8,132,7
44,88,4
205,259,20
189,260,4
690,32,8
224,478,7
468,53,6
362,440,11
384,407,7
359,251,2
325,473,9
742,307,1
555,480,2
19,390,16
273,266,7
836,166,9
764,49,18
963,490,8
398,147,3
93,30,13
337,63,0
986,139,8
27,293,0
363,368,20
778,133,18
812,147,16
35,57,6
63,67,9
382,169,16
248,461,2
455,73,12
611,401,20
940,339,7
816,244,16
911,53,2
436,412,4
